DR_NO,DATE,AREA,AREA_NAME,PREMISE_CODE,PREMISE_DESC,RPT DIST NO,PART 1-2,CRM CD,CRM CD DESC,NUM_CRIMES_DATE,NUM_CRIMES_AREA,NUM_CRIMES_AREA_NAME,NUM_CRIMES_TYPE,NUM_CRIMES_TYPE_DESC,NUM_CRIMES_DISTRICT,NUM_CRIMES_CODE,NUM_CRIMES_PREMISE,NUM_CRIMES_PREMISE_DESC,NUM_SIMILAR_VICTIM_DESCENT,NUM_GENDER_DIVERSITY,NUM_WEAPON_USED_IN_AREA,NUM_VICTIM_DESCENT_COMMON_IN_WEAPON,NUM_AREA_COMMON_FOR_VICTIM_DESCENT,IS_HIGH_CRIME_RATE_AREA,IS_VICTIM_FEMALE,IS_VICTIM_MALE,IS_CRIME_INVOLVING_MINOR,IS_CRIME_INVOLVING_ADULT,IS_CRIME_INVOLVING_SENIOR,IS_HIGH_NIGHT_CRIME_AREA,IS_HIGH_DAY_CRIME_AREA
200104727,1/10/2020,1,Central,102,SIDEWALK,134,2,624,BATTERY - SIMPLE ASSAULT,30,794,794,416,118,10,118,129,129,304,492,0,1,0,1,0,0,0,1,0,0,0
200312028,5/29/2020,3,Southwest,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",312,1,251,SHOTS FIRED AT INHABITED DWELLING,1,14,14,584,1,1,1,108,108,304,640,0,0,0,0,0,0,0,1,0,0,0
200104734,1/10/2020,1,Central,101,STREET,159,1,510,VEHICLE - STOLEN,30,794,794,584,51,26,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
200104735,1/10/2020,1,Central,102,SIDEWALK,138,1,220,ATTEMPTED ROBBERY,30,794,794,584,9,26,9,129,129,45,492,0,1,0,1,0,0,0,1,0,0,0
200205570,2/1/2020,2,Rampart,101,STREET,246,1,510,VEHICLE - STOLEN,2,16,16,584,51,1,51,215,215,64,936,0,1,0,0,0,0,1,0,0,0,0
200104736,1/11/2020,1,Central,101,STREET,158,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,42,794,794,416,34,15,34,215,215,304,640,0,1,0,1,0,0,0,1,0,0,0
200105331,1/19/2020,1,Central,101,STREET,124,1,761,BRANDISH WEAPON,24,794,794,584,14,12,14,215,215,304,492,0,0,0,1,0,0,0,1,0,0,0
200104737,1/11/2020,1,Central,102,SIDEWALK,139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,794,794,584,43,7,43,129,129,304,492,0,0,0,1,0,0,0,1,0,0,0
200104738,1/11/2020,1,Central,102,SIDEWALK,139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,794,794,584,43,7,43,129,129,304,492,0,0,0,1,0,0,0,1,0,0,0
200104739,1/10/2020,1,Central,102,SIDEWALK,171,2,624,BATTERY - SIMPLE ASSAULT,30,794,794,416,118,14,118,129,129,231,640,0,1,0,1,0,0,0,1,0,0,0
200104740,1/10/2020,1,Central,501,SINGLE FAMILY DWELLING,192,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,794,794,584,43,27,43,70,70,304,492,0,0,0,1,0,0,0,1,0,0,0
200104741,1/10/2020,1,Central,108,PARKING LOT,174,1,330,BURGLARY FROM VEHICLE,30,794,794,584,127,10,127,74,74,304,492,0,1,0,1,0,0,1,0,0,0,0
200104742,1/10/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,794,794,416,53,90,53,39,39,231,640,0,1,0,1,0,0,0,1,0,0,0
200104743,1/9/2020,1,Central,101,STREET,152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",18,794,794,584,45,45,45,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
200104744,1/11/2020,1,Central,504,OTHER RESIDENCE,111,1,320,"BURGLARY, ATTEMPTED",42,794,794,584,1,48,1,3,3,231,492,0,1,0,1,0,0,1,0,0,0,0
200104745,1/10/2020,1,Central,701,HOSPITAL,192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,794,794,416,53,27,53,6,6,231,492,0,1,0,1,0,0,1,0,0,0,0
200104749,1/10/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),30,794,794,584,75,7,75,108,108,231,492,0,1,0,1,0,0,0,1,0,0,0
200104750,1/11/2020,1,Central,124,BUS STOP,143,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42,794,794,416,53,8,53,4,4,231,492,0,1,0,1,0,0,1,0,0,0,0
200104752,1/11/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",158,1,440,THEFT PLAIN - PETTY ($950 & UNDER),42,794,794,584,75,15,75,108,108,188,640,0,1,0,1,0,0,0,1,0,0,0
200104754,1/11/2020,1,Central,102,SIDEWALK,145,2,624,BATTERY - SIMPLE ASSAULT,42,794,794,416,118,6,118,129,129,188,640,0,1,0,1,0,0,0,1,0,0,0
200104755,1/11/2020,1,Central,102,SIDEWALK,156,2,624,BATTERY - SIMPLE ASSAULT,42,794,794,416,118,23,118,129,129,231,492,0,0,0,1,0,0,0,1,0,0,0
200104759,1/2/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",138,2,354,THEFT OF IDENTITY,32,794,794,416,33,26,33,108,108,45,640,0,1,0,1,0,0,0,1,0,0,0
200104761,1/10/2020,1,Central,108,PARKING LOT,154,1,330,BURGLARY FROM VEHICLE,30,794,794,584,127,19,127,74,74,304,492,0,1,0,1,0,0,0,1,0,0,0
200104762,1/11/2020,1,Central,123,PARKING UNDERGROUND/BUILDING,192,1,330,BURGLARY FROM VEHICLE,42,794,794,584,127,27,127,17,17,83,492,0,1,0,1,0,0,0,1,0,0,0
200104763,1/11/2020,1,Central,101,STREET,105,1,510,VEHICLE - STOLEN,42,794,794,584,51,10,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
200104765,1/11/2020,1,Central,103,ALLEY,195,1,330,BURGLARY FROM VEHICLE,42,794,794,584,127,19,127,6,6,304,492,0,1,0,1,0,0,0,1,0,0,0
200104766,1/6/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,794,794,416,53,48,53,39,39,304,492,0,1,0,1,0,0,0,1,0,0,0
200104768,1/10/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",182,2,662,"BUNCO, GRAND THEFT",30,794,794,416,5,43,5,108,108,231,492,0,1,0,1,0,0,0,1,0,0,0
200104769,1/11/2020,1,Central,102,SIDEWALK,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),42,794,794,584,75,48,75,129,129,231,492,0,1,0,1,0,0,0,1,0,0,0
200104770,1/11/2020,1,Central,101,STREET,147,1,350,"THEFT, PERSON",42,794,794,584,16,8,16,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
200104772,1/11/2020,1,Central,903,MTA - RED LINE - 7TH AND METRO CENTER,152,2,624,BATTERY - SIMPLE ASSAULT,42,794,794,416,118,45,118,5,5,188,492,0,1,0,1,0,0,0,1,0,0,0
200615995,9/27/2020,6,Hollywood,203,OTHER BUSINESS,646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,17,17,416,53,2,53,40,40,71,932,0,1,0,0,0,0,1,0,0,0,0
200104774,1/11/2020,1,Central,917,MTA - PURPLE LINE - PERSHING SQUARE,153,2,624,BATTERY - SIMPLE ASSAULT,42,794,794,416,118,33,118,1,1,304,640,0,1,0,1,0,0,0,0,1,0,0
200104775,1/11/2020,1,Central,101,STREET,153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),42,794,794,584,75,33,75,215,215,231,640,0,1,0,1,0,0,0,1,0,0,0
200106431,1/28/2020,1,Central,602,BANK,185,2,354,THEFT OF IDENTITY,21,794,794,416,33,20,33,4,4,188,492,0,1,0,1,0,0,0,0,1,0,0
200212656,7/16/2020,2,Rampart,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201,2,901,VIOLATION OF RESTRAINING ORDER,2,16,16,416,6,1,6,108,108,231,640,0,1,0,0,0,0,0,1,0,0,0
200104800,1/11/2020,1,Central,108,PARKING LOT,119,1,761,BRANDISH WEAPON,42,794,794,584,14,40,14,74,74,304,492,0,0,0,1,0,0,0,1,0,0,0
200104806,1/10/2020,1,Central,834,LA UNION STATION (NOT LINE SPECIFIC),119,2,888,TRESPASSING,30,794,794,416,19,40,19,17,17,83,492,0,1,0,1,0,0,1,0,0,0,0
200104808,1/11/2020,1,Central,834,LA UNION STATION (NOT LINE SPECIFIC),119,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),42,794,794,584,50,40,50,17,17,304,492,0,1,0,1,0,0,0,1,0,0,0
200104810,1/9/2020,1,Central,903,MTA - RED LINE - 7TH AND METRO CENTER,162,2,624,BATTERY - SIMPLE ASSAULT,18,794,794,416,118,90,118,5,5,231,640,0,1,0,1,0,0,0,1,0,0,0
200406875,3/13/2020,4,Hollenbeck,501,SINGLE FAMILY DWELLING,429,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1,16,16,584,17,1,17,70,70,304,640,0,1,0,0,0,0,0,1,0,0,0
200109519,3/22/2020,1,Central,203,OTHER BUSINESS,164,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,794,794,416,53,15,53,40,40,71,932,0,0,0,1,0,0,1,0,0,0,0
200104813,1/11/2020,1,Central,501,SINGLE FAMILY DWELLING,101,2,624,BATTERY - SIMPLE ASSAULT,42,794,794,416,118,8,118,70,70,304,492,0,1,0,1,0,0,0,0,1,0,0
200104814,1/11/2020,1,Central,406,OTHER STORE,155,2,624,BATTERY - SIMPLE ASSAULT,42,794,794,416,118,14,118,15,15,83,492,0,1,0,1,0,0,0,1,0,0,0
200104815,1/11/2020,1,Central,517,MISSIONS/SHELTERS,157,2,624,BATTERY - SIMPLE ASSAULT,42,794,794,416,118,13,118,11,11,188,640,0,1,0,1,0,0,0,1,0,0,0
210716223,7/22/2020,7,Wilshire,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",775,2,354,THEFT OF IDENTITY,1,11,11,416,33,1,33,108,108,188,640,0,1,0,0,0,0,0,1,0,0,0
200104817,1/11/2020,1,Central,741,STAPLES CENTER *,181,2,624,BATTERY - SIMPLE ASSAULT,42,794,794,416,118,11,118,6,6,304,640,0,1,0,1,0,0,0,1,0,0,0
200104818,1/12/2020,1,Central,102,SIDEWALK,111,2,624,BATTERY - SIMPLE ASSAULT,29,794,794,416,118,48,118,129,129,304,640,0,0,0,1,0,0,0,1,0,0,0
200104819,1/11/2020,1,Central,102,SIDEWALK,154,1,330,BURGLARY FROM VEHICLE,42,794,794,584,127,19,127,129,129,231,492,0,1,0,1,0,0,0,1,0,0,0
200104820,1/11/2020,1,Central,102,SIDEWALK,159,1,330,BURGLARY FROM VEHICLE,42,794,794,584,127,26,127,129,129,188,492,0,1,0,1,0,0,0,1,0,0,0
200104821,1/11/2020,1,Central,102,SIDEWALK,182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",42,794,794,584,45,43,45,129,129,304,640,0,1,0,1,0,0,0,1,0,0,0
200104822,1/11/2020,1,Central,102,SIDEWALK,153,1,480,BIKE - STOLEN,42,794,794,584,21,33,21,129,129,304,640,0,1,0,1,0,0,0,1,0,0,0
200104823,1/9/2020,1,Central,741,STAPLES CENTER *,181,1,350,"THEFT, PERSON",18,794,794,584,16,11,16,6,6,231,492,0,1,0,1,0,0,0,1,0,0,0
200104826,1/11/2020,1,Central,203,OTHER BUSINESS,185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",42,794,794,584,45,20,45,40,40,188,492,0,1,0,1,0,0,0,1,0,0,0
200104827,1/12/2020,1,Central,517,MISSIONS/SHELTERS,156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,794,794,416,34,23,34,11,11,188,640,0,1,0,1,0,0,0,1,0,0,0
200104829,1/12/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",129,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,794,794,416,53,5,53,39,39,304,492,0,1,0,1,0,0,0,1,0,0,0
210620323,5/13/2020,6,Hollywood,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",677,2,354,THEFT OF IDENTITY,3,17,17,416,33,1,33,108,108,188,492,0,1,0,0,0,0,0,1,0,0,0
200918367,12/12/2020,9,Van Nuys,102,SIDEWALK,914,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,14,14,584,43,2,43,129,129,304,492,0,0,0,0,0,0,0,1,0,0,0
200815435,10/17/2020,8,West LA,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",852,2,946,OTHER MISCELLANEOUS CRIME,1,21,21,416,14,3,14,108,108,71,932,0,1,0,0,0,0,1,0,0,0,0
200104835,1/11/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",111,2,901,VIOLATION OF RESTRAINING ORDER,42,794,794,416,6,48,6,108,108,304,640,0,1,0,1,0,0,0,1,0,0,0
200104836,1/11/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",128,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42,794,794,416,53,8,53,39,39,304,492,0,1,0,1,0,0,0,1,0,0,0
201007153,3/12/2020,10,West Valley,501,SINGLE FAMILY DWELLING,1001,2,888,TRESPASSING,2,14,14,416,19,3,19,70,70,304,640,0,1,0,0,0,0,0,1,0,0,0
200104842,1/8/2020,1,Central,108,PARKING LOT,162,1,330,BURGLARY FROM VEHICLE,29,794,794,584,127,90,127,74,74,231,640,0,0,0,1,0,0,0,1,0,0,0
200104843,1/11/2020,1,Central,108,PARKING LOT,165,1,330,BURGLARY FROM VEHICLE,42,794,794,584,127,5,127,74,74,188,640,0,0,0,1,0,0,0,1,0,0,0
200104844,1/12/2020,1,Central,101,STREET,157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,794,794,584,43,13,43,215,215,188,492,0,0,0,1,0,0,0,1,0,0,0
210415505,1/30/2020,4,Hollenbeck,201,JEWELRY STORE,409,2,354,THEFT OF IDENTITY,4,16,16,416,33,1,33,1,1,304,492,0,1,0,0,0,0,0,1,0,0,0
200104847,1/11/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42,794,794,416,53,90,53,39,39,231,640,0,1,0,1,0,0,0,1,0,0,0
200104848,1/11/2020,1,Central,101,STREET,153,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,42,794,794,416,22,33,22,215,215,304,492,0,0,0,1,0,0,0,1,0,0,0
200104849,1/12/2020,1,Central,403,DRUG STORE,152,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),29,794,794,584,50,45,50,9,9,304,640,0,1,0,1,0,0,0,1,0,0,0
200104850,1/12/2020,1,Central,404,DEPARTMENT STORE,152,1,310,BURGLARY,29,794,794,584,23,45,23,35,35,304,492,0,1,0,1,0,0,0,1,0,0,0
200104851,1/11/2020,1,Central,735,NIGHT CLUB (OPEN EVENINGS ONLY),164,1,350,"THEFT, PERSON",42,794,794,584,16,15,16,13,13,83,640,0,1,0,1,0,0,0,1,0,0,0
200104853,1/11/2020,1,Central,210,RESTAURANT/FAST FOOD,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),42,794,794,584,75,45,75,15,15,304,640,0,1,0,1,0,0,0,1,0,0,0
200104857,1/5/2020,1,Central,108,PARKING LOT,192,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),25,794,794,584,27,27,27,74,74,64,936,0,1,0,1,0,0,1,0,0,0,0
210817239,8/26/2020,8,West LA,501,SINGLE FAMILY DWELLING,828,2,354,THEFT OF IDENTITY,1,21,21,416,33,1,33,70,70,231,640,0,1,0,0,0,0,0,1,0,0,0
200104860,1/10/2020,1,Central,108,PARKING LOT,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30,794,794,584,45,90,45,74,74,188,492,0,1,0,1,0,0,0,1,0,0,0
200104861,1/12/2020,1,Central,404,DEPARTMENT STORE,162,1,210,ROBBERY,29,794,794,584,35,90,35,35,35,304,492,0,1,0,1,0,0,0,1,0,0,0
200104863,1/11/2020,1,Central,108,PARKING LOT,171,1,330,BURGLARY FROM VEHICLE,42,794,794,584,127,14,127,74,74,304,640,0,0,0,1,0,0,0,1,0,0,0
200104865,1/12/2020,1,Central,108,PARKING LOT,162,1,330,BURGLARY FROM VEHICLE,29,794,794,584,127,90,127,74,74,304,492,0,1,0,1,0,0,0,1,0,0,0
200104866,1/12/2020,1,Central,102,SIDEWALK,138,1,121,"RAPE, FORCIBLE",29,794,794,584,9,26,9,129,129,304,640,0,1,0,1,0,0,0,1,0,0,0
200104868,1/8/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",138,2,624,BATTERY - SIMPLE ASSAULT,29,794,794,416,118,26,118,108,108,188,492,0,0,0,1,0,0,0,1,0,0,0
200104869,1/12/2020,1,Central,801,MTA BUS,142,2,624,BATTERY - SIMPLE ASSAULT,29,794,794,416,118,8,118,5,5,304,492,0,0,0,1,0,0,0,1,0,0,0
201821779,12/7/2020,18,Southeast,501,SINGLE FAMILY DWELLING,1838,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,3,10,10,584,17,1,17,70,70,304,640,0,1,0,0,0,0,0,1,0,0,0
200104872,1/12/2020,1,Central,101,STREET,185,1,330,BURGLARY FROM VEHICLE,29,794,794,584,127,20,127,215,215,188,492,0,1,0,1,0,0,0,1,0,0,0
200104873,1/12/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",111,1,330,BURGLARY FROM VEHICLE,29,794,794,584,127,48,127,108,108,188,492,0,1,0,1,0,0,0,1,0,0,0
200104874,1/11/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42,794,794,416,53,43,53,39,39,304,492,0,1,0,1,0,0,0,1,0,0,0
200104875,1/12/2020,1,Central,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),171,2,888,TRESPASSING,29,794,794,416,19,14,19,3,3,71,932,0,1,0,1,0,0,1,0,0,0,0
200104879,1/12/2020,1,Central,406,OTHER STORE,162,1,210,ROBBERY,29,794,794,584,35,90,35,15,15,71,932,0,0,0,1,0,0,1,0,0,0,0
200104880,1/12/2020,1,Central,102,SIDEWALK,162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),29,794,794,584,75,90,75,129,129,71,640,0,1,0,1,0,0,0,1,0,0,0
200508173,4/12/2020,5,Harbor,101,STREET,524,2,890,FAILURE TO YIELD,2,19,19,416,1,1,1,215,215,71,932,0,1,0,0,0,0,1,0,0,0,0
200204368,1/8/2020,2,Rampart,738,LIBRARY,275,2,888,TRESPASSING,29,16,16,416,19,1,19,7,7,71,932,0,1,0,0,0,0,0,1,0,0,0
200105009,1/14/2020,1,Central,901,MTA - RED LINE - CIVIC CENTER/GRAND PARK,132,1,440,THEFT PLAIN - PETTY ($950 & UNDER),21,794,794,584,75,9,75,3,3,304,492,0,1,0,1,0,0,0,1,0,0,0
200104881,1/12/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",156,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,794,794,584,17,23,17,108,108,231,640,0,1,0,1,0,0,0,1,0,0,0
200106568,2/5/2020,1,Central,101,STREET,155,1,351,PURSE SNATCHING,1,794,794,584,2,14,2,215,215,304,640,0,1,0,1,0,0,0,1,0,0,0
200104884,1/11/2020,1,Central,741,STAPLES CENTER *,181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",42,794,794,584,45,11,45,6,6,188,492,0,1,0,1,0,0,0,1,0,0,0
200104885,1/12/2020,1,Central,738,LIBRARY,152,1,480,BIKE - STOLEN,29,794,794,584,21,45,21,7,7,231,492,0,1,0,1,0,0,0,1,0,0,0
200104886,1/12/2020,1,Central,402,MARKET,134,1,440,THEFT PLAIN - PETTY ($950 & UNDER),29,794,794,584,75,10,75,5,5,45,640,0,1,0,1,0,0,0,1,0,0,0
200104887,1/12/2020,1,Central,101,STREET,111,2,946,OTHER MISCELLANEOUS CRIME,29,794,794,416,14,48,14,215,215,304,492,0,1,0,1,0,0,0,1,0,0,0
200104895,1/12/2020,1,Central,101,STREET,105,1,510,VEHICLE - STOLEN,29,794,794,584,51,10,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
200104896,1/3/2020,1,Central,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",124,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",27,794,794,416,11,12,11,5,5,71,932,0,1,0,1,0,0,1,0,0,0,0
200104903,1/11/2020,1,Central,707,GARAGE/CARPORT,182,1,330,BURGLARY FROM VEHICLE,42,794,794,584,127,43,127,13,13,83,640,0,1,0,1,0,0,0,1,0,0,0
200104911,1/12/2020,1,Central,517,MISSIONS/SHELTERS,166,2,755,BOMB SCARE,29,794,794,416,3,22,3,11,11,83,492,0,0,0,1,0,0,1,0,0,0,0
211224410,1/1/2020,12,77th Street,501,SINGLE FAMILY DWELLING,1251,2,354,THEFT OF IDENTITY,40,9,9,416,33,1,33,70,70,231,492,0,1,0,0,0,0,0,1,0,0,0
200104921,1/10/2020,1,Central,834,LA UNION STATION (NOT LINE SPECIFIC),119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,794,794,416,53,40,53,17,17,304,492,0,1,0,1,0,0,0,1,0,0,0
200104922,1/13/2020,1,Central,834,LA UNION STATION (NOT LINE SPECIFIC),119,2,625,OTHER ASSAULT,19,794,794,416,6,40,6,17,17,188,492,0,0,0,1,0,0,0,1,0,0,0
200104924,1/13/2020,1,Central,123,PARKING UNDERGROUND/BUILDING,134,1,330,BURGLARY FROM VEHICLE,19,794,794,584,127,10,127,17,17,304,640,0,1,0,1,0,0,0,1,0,0,0
220605303,1/10/2020,6,Hollywood,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",669,2,354,THEFT OF IDENTITY,30,17,17,416,33,1,33,108,108,231,492,0,1,0,0,0,0,0,1,0,0,0
200104928,1/13/2020,1,Central,124,BUS STOP,192,1,440,THEFT PLAIN - PETTY ($950 & UNDER),19,794,794,584,75,27,75,4,4,188,492,0,1,0,1,0,0,0,1,0,0,0
200104934,1/13/2020,1,Central,404,DEPARTMENT STORE,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),19,794,794,584,50,90,50,35,35,188,492,0,1,0,1,0,0,0,1,0,0,0
210716222,11/26/2020,7,Wilshire,501,SINGLE FAMILY DWELLING,721,2,354,THEFT OF IDENTITY,2,11,11,416,33,1,33,70,70,231,492,0,1,0,0,0,0,0,1,0,0,0
200610092,5/10/2020,6,Hollywood,101,STREET,646,1,330,BURGLARY FROM VEHICLE,1,17,17,584,127,2,127,215,215,188,640,0,1,0,0,0,0,0,1,0,0,0
200104941,1/13/2020,1,Central,102,SIDEWALK,182,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,19,794,794,416,22,43,22,129,129,304,492,0,1,0,1,0,0,0,1,0,0,0
201110399,6/11/2020,11,Northeast,101,STREET,1145,1,330,BURGLARY FROM VEHICLE,1,14,14,584,127,1,127,215,215,83,640,0,1,0,0,0,0,0,1,0,0,0
200104945,1/13/2020,1,Central,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,156,2,624,BATTERY - SIMPLE ASSAULT,19,794,794,416,118,23,118,5,5,304,492,0,1,0,1,0,0,0,1,0,0,0
200104946,1/13/2020,1,Central,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,156,2,624,BATTERY - SIMPLE ASSAULT,19,794,794,416,118,23,118,5,5,188,640,0,0,0,1,0,0,0,1,0,0,0
200104953,1/13/2020,1,Central,403,DRUG STORE,185,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,794,794,584,43,20,43,9,9,304,492,0,0,0,1,0,0,0,1,0,0,0
200104954,1/13/2020,1,Central,706,SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB,134,2,624,BATTERY - SIMPLE ASSAULT,19,794,794,416,118,10,118,1,1,304,640,0,1,0,1,0,0,0,1,0,0,0
200104955,1/12/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",174,2,624,BATTERY - SIMPLE ASSAULT,29,794,794,416,118,10,118,108,108,231,492,0,1,0,1,0,0,0,1,0,0,0
210917205,10/15/2020,9,Van Nuys,710,OTHER PREMISE,946,2,354,THEFT OF IDENTITY,3,14,14,416,33,1,33,6,6,304,492,0,1,0,0,0,0,0,1,0,0,0
200104959,1/12/2020,1,Central,735,NIGHT CLUB (OPEN EVENINGS ONLY),163,1,440,THEFT PLAIN - PETTY ($950 & UNDER),29,794,794,584,75,15,75,13,13,231,640,0,1,0,1,0,0,0,1,0,0,0
201714567,10/22/2020,17,Devonshire,103,ALLEY,1794,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2,6,6,416,27,1,27,6,6,304,492,0,1,0,0,0,0,0,1,0,0,0
200104960,1/13/2020,1,Central,203,OTHER BUSINESS,161,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,19,794,794,416,34,20,34,40,40,304,640,0,1,0,1,0,0,0,1,0,0,0
200104962,1/13/2020,1,Central,101,STREET,156,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),19,794,794,584,27,23,27,215,215,71,932,0,1,0,1,0,0,1,0,0,0,0
200104963,1/13/2020,1,Central,404,DEPARTMENT STORE,162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),19,794,794,584,75,90,75,35,35,304,640,0,1,0,1,0,0,0,1,0,0,0
200104964,1/13/2020,1,Central,101,STREET,129,1,330,BURGLARY FROM VEHICLE,19,794,794,584,127,5,127,215,215,231,492,0,0,0,1,0,0,0,1,0,0,0
200104971,1/13/2020,1,Central,101,STREET,101,1,510,VEHICLE - STOLEN,19,794,794,584,51,8,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
200104972,1/14/2020,1,Central,203,OTHER BUSINESS,159,2,946,OTHER MISCELLANEOUS CRIME,21,794,794,416,14,26,14,40,40,83,492,0,1,0,1,0,0,1,0,0,0,0
200104974,1/14/2020,1,Central,101,STREET,129,1,330,BURGLARY FROM VEHICLE,21,794,794,584,127,5,127,215,215,304,640,0,0,0,1,0,0,0,1,0,0,0
200104975,1/12/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,794,794,416,53,90,53,39,39,71,932,0,1,0,1,0,0,0,1,0,0,0
